TIME,SUB/PUB,Topic,Payload
2022-10-17 20:52:12.845,PUB,/elsa/elsa-1/elevator/ev-204-1/robot/wmr001/floor,"b'{""floor"": 3}'"
2022-10-17 20:52:17.615,PUB,/elsa/elsa-1/system/status,"b'{""enabled"": true, ""elevators"": [{""id"": ""263a64aa-4e12-11ed-9b6e-dcfb488dcda0"", ""enabled"": true}]}'"
